,accgdln,age,altdum,amttotal,casetype,citwhere,combdrg2,crimhist,disposit,district,drugmin,dsplea,educatn,intdum,methmin,monrace,monsex,mweight,newcit,newcnvtn,neweduc,newrace,nodrug,numdepen,offguide,prisdum,probatn,probdum,quarter,reas1,reas2,reas3,regsxmin,relmin,restdet1,restdum,safe,safety,senspcap,sensplt0,sentimp,smax1,smin1,sources,statmax,statmin,supermax,supermin,suprdum,suprel,timservc,totchpts,totrest,totunit,typemony,typeoths,unit1,mwgt1,wgt1,xcrhissr,xfolsor,xmaxsor,xminsor,sentrnge,no_of_misclass
1178,1.0,38.0,0,0,1.0,211.0,3.0,1.0,1,22,60,1,10.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,1200.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,9.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,29.0,151.0,121.0,8.0,1
1183,1.0,44.0,1,2000,1.0,211.0,77.0,1.0,1,62,0,1,16.0,0,0,1,0.0,64756246.960035145,0.0,0,6.0,1.0,1.0,0.0,10,0,60,1,1,875.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,4.0,4.0,3,120.0,0.0,1,240.0,0.0,36.0,12.0,0,0,0.0,3.0,0.0,2.0,3.0,0,6.0,63560994.99244218,85104.43331456716,2.0,10.0,14.0,8.0,8.0,1
1191,2.0,48.0,0,0,1.0,211.0,1.0,1.0,1,4,12,1,10.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,47.0,3.0,4.0,0,0,3.0,0.0,0.0,0.0,60.0,60.0,1,480.0,12.0,1,9996.0,72.0,137.440206185567,72.0,1,72,0.0,8.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,13.0,30.0,24.0,5.0,1
1195,2.0,35.0,0,17105,1.0,211.0,77.0,1.0,1,60,0,1,12.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,3.0,3.0,10,1,0,0,1,1200.0,3.0,4.0,0,0,4.0,1.0,0.0,0.0,77.0,77.0,1,240.0,0.0,1,240.0,0.0,996.0,36.0,1,36,0.0,16.0,17105.0,1.0,2.0,0,1.0,63560994.99244218,85104.43331456716,6.0,25.0,137.0,110.0,5.0,1
1198,1.0,30.0,0,200,1.0,211.0,6.0,1.0,1,54,120,1,10.0,0,0,1,1.0,63504000.0,0.0,0,1.0,1.0,1.0,1.0,10,1,0,0,1,19.0,15.0,17.0,0,0,0.0,0.0,0.0,0.0,97.0,97.0,1,9996.0,120.0,1,9996.0,120.0,60.0,48.0,1,60,0.0,9.0,0.0,1.0,3.0,0,1.0,63504000.0,3175.2,4.0,33.0,235.0,188.0,2.0,1
1203,1.0,40.0,0,0,1.0,49.0,6.0,1.0,1,84,120,1,6.0,0,0,1,0.0,26604320.0,1.0,0,1.0,3.0,2.0,3.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,12.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,26560000.0,1328.0,1.0,33.0,168.0,135.0,8.0,1
1206,1.0,37.0,0,0,1.0,211.0,2.0,1.0,1,22,0,1,21.0,0,0,2,0.0,321894.6,0.0,0,3.0,2.0,5.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,177.0,177.0,1,240.0,0.0,1,9996.0,120.0,60.0,36.0,1,60,0.0,7.0,0.0,1.0,1.0,0,1.0,317819.0,89.0,4.0,21.0,71.0,57.0,0.0,1
1209,2.0,44.0,0,0,1.0,211.0,1.0,1.0,1,34,0,1,12.0,0,0,2,0.0,5000000.0,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,132.0,132.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,8.0,0.0,1.0,1.0,0,2.0,5000000.0,25000.0,4.0,29.0,151.0,121.0,0.0,1
1210,1.0,54.0,0,0,1.0,211.0,1.0,1.0,1,15,120,1,23.0,0,0,2,0.0,64756246.960035145,0.0,0,5.0,2.0,1.0,1.0,10,1,0,0,1,2.0,4.0,1206.0,0,0,0.0,0.0,0.0,0.0,144.0,144.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,3.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,29.0,121.0,97.0,6.0,1
1212,1.0,32.0,0,0,1.0,49.0,6.0,0.0,1,42,120,1,16.0,0,0,1,0.0,564071200.0,1.0,0,6.0,3.0,2.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,168.0,168.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,561941200.0,280970.6,1.0,35.0,210.0,168.0,0.0,1
1219,1.0,21.0,1,0,1.0,211.0,6.0,0.0,1,70,120,1,11.0,0,0,1,0.0,13600000.0,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,48.0,11.0,15.0,0,0,0.0,0.0,1.0,1.0,48.0,48.0,2,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,3.0,0,2.0,13600000.0,6800.0,1.0,31.0,135.0,108.0,3.0,1
1224,1.0,30.0,1,0,1.0,211.0,6.0,0.0,1,70,60,1,6.0,0,0,1,1.0,43200000.0,0.0,0,1.0,3.0,1.0,4.0,10,1,0,0,1,48.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,33.0,33.0,2,480.0,60.0,1,480.0,60.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,3.0,0,2.0,43200000.0,21600.0,1.0,26.0,78.0,63.0,3.0,1
1225,2.0,21.0,0,0,1.0,211.0,6.0,1.0,1,74,0,1,11.0,0,0,1,0.0,1598200.0,0.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,11.0,1211.0,16.0,0,0,4.0,0.0,0.0,0.0,36.0,36.0,1,240.0,0.0,3,360.0,0.0,60.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,1.0,1598200.0,79.91,2.0,29.0,121.0,97.0,7.0,1
1232,1.0,44.0,0,0,1.0,211.0,6.0,1.0,1,89,120,1,10.0,0,0,1,0.0,32165000.0,0.0,0,1.0,3.0,2.0,2.0,10,1,0,0,1,1206.0,686.0,777.0,0,0,0.0,0.0,0.0,0.0,131.0,131.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,14.0,0.0,1.0,1.0,0,1.0,16145200.0,807.26,6.0,34.0,327.0,262.0,7.0,1
1234,1.0,31.0,0,0,1.0,211.0,6.0,1.0,1,43,120,1,32.0,0,0,1,1.0,64756246.960035145,0.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,1200.0,1200.0,1206.0,0,0,4.0,0.0,2.0,1.0,25.0,25.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,2.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,21.0,51.0,41.0,4.0,1
1238,1.0,38.0,1,0,1.0,211.0,6.0,1.0,1,70,120,1,34.0,0,0,1,1.0,3152000.0,0.0,0,5.0,1.0,2.0,1.0,10,1,0,0,1,48.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,2,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,2000000.0,1000.0,1.0,23.0,57.0,46.0,3.0,1
1240,1.0,52.0,0,0,1.0,211.0,6.0,1.0,1,43,120,1,32.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,168.0,168.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,35.0,210.0,168.0,0.0,1
1241,1.0,41.0,0,0,1.0,211.0,1.0,1.0,1,81,0,1,12.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,2.0,5.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,72.0,72.0,1,240.0,0.0,1,9996.0,60.0,60.0,24.0,1,36,0.0,6.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,21.0,57.0,46.0,7.0,1
1243,1.0,40.0,0,0,1.0,211.0,1.0,1.0,1,81,0,1,12.0,0,0,2,0.0,49320.0,0.0,0,3.0,2.0,1.0,2.0,10,1,0,0,1,1211.0,17.0,60.0,0,0,0.0,0.0,0.0,0.0,0.03,0.03,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,997.0,4.0,0.0,1.0,1.0,0,1.0,49320.0,246.6,3.0,15.0,30.0,24.0,7.0,1
1256,2.0,36.0,0,0,1.0,211.0,6.0,1.0,1,39,0,5,11.0,0,0,2,1.0,2128000.0,0.0,0,1.0,2.0,1.0,0.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,48.0,0.0,1,96.0,0.0,24.0,34.99150401836969,1,24,0.0,9.0,0.0,1.0,1.0,0,1.0,2128000.0,106.4,4.0,27.0,125.0,100.0,8.0,1
1257,1.0,53.0,0,0,1.0,211.0,3.0,1.0,1,45,120,1,11.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,29.0,108.0,87.0,0.0,1
1260,1.0,40.0,0,250,1.0,211.0,6.0,1.0,1,42,120,1,21.0,0,0,1,0.0,46750000.0,0.0,0,3.0,3.0,1.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,63.0,63.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,1.0,0.0,1.0,3.0,0,1.0,46750000.0,2337.5,1.0,26.0,78.0,63.0,0.0,1
1273,1.0,36.0,1,0,1.0,211.0,6.0,1.0,1,85,0,1,9.0,0,0,3,1.0,104019.4,0.0,0,1.0,6.0,2.0,3.0,10,1,0,0,1,11.0,1211.0,15.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,2,48.0,0.0,1,48.0,0.0,12.0,34.99150401836969,1,12,0.0,11.0,0.0,1.0,1.0,0,1.0,104000.0,52.0,5.0,21.0,87.0,70.0,8.0,1
1278,1.0,36.0,0,0,1.0,211.0,2.0,1.0,1,17,0,1,21.0,0,0,2,0.0,9863.07,0.0,0,3.0,2.0,3.0,4.0,10,1,0,0,1,61.0,1200.0,4.0,0,0,0.0,0.0,0.0,0.0,180.0,180.0,1,240.0,0.0,1,9996.0,60.0,60.0,24.0,1,60,0.0,18.0,0.0,1.0,1.0,0,1.0,6892.03,1.93,6.0,29.0,327.0,262.0,8.0,1
1281,1.0,51.0,0,0,1.0,211.0,6.0,1.0,1,49,120,1,12.0,0,0,8,0.0,64756246.960035145,0.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,19.0,875.0,4.0,0,0,0.0,0.0,2.0,1.0,57.0,57.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,6.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,29.0,135.0,108.0,2.0,1
1289,1.0,44.0,0,1000,1.0,211.0,6.0,1.0,3,46,0,8,21.0,0,0,2,0.0,61600000.0,0.0,1,3.0,2.0,1.0,0.0,10,1,0,0,1,60.0,61.0,113.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,360.0,0.0,1,360.0,0.0,72.0,34.99150401836969,1,72,0.0,6.0,0.0,1.0,3.0,0,2.0,61600000.0,3080.0,3.0,40.0,9996.0,360.0,8.0,1
1299,8.0,53.0,0,100,2.0,211.0,4.0,1.0,1,89,0,3,12.0,0,0,1,1.0,64756246.960035145,0.0,0,3.0,1.0,3.0,1.5311047437121936,9,1,12,1,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,2.07,2.07,1,4235.351225064398,65.45090756604564,9,4843.041394596537,76.94739995207284,137.440206185567,34.99150401836969,0,0,0.0,4.781741931562633,0.0,1.0106441214038075,3.0,0,1.0,63560994.99244218,85104.43331456716,1.0,24.771892149844906,297.6916607015032,146.03459794798377,0.0,1
1304,1.0,31.0,0,100,1.0,211.0,6.0,1.0,1,54,60,1,34.0,0,0,1,1.0,28200000.0,0.0,0,5.0,1.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,135.0,135.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,6.0,0.0,1.0,3.0,0,2.0,28200000.0,1410.0,3.0,31.0,168.0,135.0,0.0,1
1306,2.0,48.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,34.0,0,0,1,1.0,445200000.0,0.0,0,5.0,3.0,1.0,2.0,10,1,0,0,1,48.0,1211.0,15.0,0,0,0.0,0.0,1.0,1.0,32.0,32.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,445200000.0,22260.0,1.0,27.0,87.0,70.0,3.0,1
1309,2.0,37.0,0,0,1.0,211.0,6.0,1.0,3,82,60,8,21.0,0,0,1,0.0,202150.0,0.0,1,3.0,3.0,3.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,105.0,105.0,1,480.0,60.0,1,720.0,60.0,60.0,48.0,1,60,0.0,11.0,0.0,1.0,1.0,0,1.0,166000.0,8.3,5.0,24.0,115.0,92.0,0.0,1
1310,2.0,53.0,0,0,1.0,211.0,6.0,1.0,1,43,120,5,32.0,0,0,1,1.0,64756246.960035145,0.0,0,1.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,124.0,124.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,31.0,135.0,108.0,0.0,1
1314,1.0,36.0,0,0,1.0,211.0,6.0,1.0,1,29,120,1,12.0,0,0,2,0.0,5028876.66,0.0,0,3.0,2.0,6.0,4.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,4.0,0.0,1.0,1.0,0,1.0,4936800.0,246.84,3.0,34.0,235.0,188.0,8.0,1
1316,1.0,25.0,0,0,1.0,31.0,1.0,0.0,1,30,120,1,37.0,0,0,1,0.0,111800000.0,1.0,0,1.0,3.0,1.0,4.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,135.0,135.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,111800000.0,559000.0,1.0,33.0,168.0,135.0,0.0,1
1321,1.0,52.0,0,0,1.0,211.0,6.0,1.0,1,66,120,1,11.0,0,0,1,1.0,380000000.0,0.0,0,1.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,135.0,135.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,380000000.0,19000.0,1.0,33.0,168.0,135.0,0.0,1
1323,2.0,33.0,0,0,1.0,211.0,6.0,1.0,1,39,0,5,21.0,0,0,1,0.0,344904.01,0.0,0,3.0,1.0,2.0,2.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,120.0,0.0,1,120.0,0.0,36.0,12.0,1,36,0.0,27.0,0.0,1.0,1.0,0,1.0,344900.0,172.45,6.0,23.0,115.0,92.0,6.0,1
1325,2.0,62.0,0,0,1.0,211.0,3.0,0.0,1,39,60,5,24.0,0,0,1,0.0,12491000.0,0.0,0,6.0,3.0,2.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,78.0,78.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,0.0,0.0,1.0,1.0,0,1.0,10425000.0,10425.0,1.0,26.0,78.0,63.0,0.0,1
1327,1.0,55.0,0,1000,1.0,211.0,6.0,1.0,1,56,120,1,21.0,0,0,1,0.0,3038000.0,0.0,0,3.0,1.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,150.0,150.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,48,0.0,17.0,0.0,1.0,3.0,0,1.0,3038000.0,151.9,6.0,29.0,188.0,151.0,2.0,1
1334,1.0,30.0,0,0,1.0,211.0,6.0,1.0,1,88,60,1,12.0,0,0,1,0.0,659340.0,0.0,0,3.0,3.0,2.0,3.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,96.0,96.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,13.0,0.0,1.0,1.0,0,1.0,515400.0,25.77,6.0,25.0,137.0,110.0,4.0,1
1339,1.0,33.0,0,0,1.0,49.0,4.0,1.0,1,42,0,1,12.0,0,0,1,0.0,37550.0,1.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,5.95,5.95,1,60.0,0.0,1,60.0,0.0,36.0,12.0,1,36,5.95,0.0,0.0,1.0,1.0,0,2.0,37550.0,37550.0,1.0,8.0,6.0,0.0,0.0,1
1342,1.0,39.0,0,0,1.0,211.0,3.0,1.0,1,44,0,1,21.0,0,0,2,0.0,2566603.76,0.0,0,3.0,2.0,3.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,37.0,37.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,5.0,0.0,1.0,1.0,0,2.0,1410000.0,1410.0,3.0,23.0,71.0,57.0,2.0,1
1344,1.0,48.0,0,0,1.0,211.0,3.0,1.0,1,28,120,1,21.0,0,0,1,0.0,2280000.0,0.0,0,3.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,130.0,130.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,14.0,0.0,1.0,1.0,0,2.0,2280000.0,2280.0,6.0,27.0,162.0,130.0,0.0,1
1345,1.0,34.0,0,0,1.0,211.0,6.0,1.0,1,70,0,1,10.0,0,0,1,0.0,12480.0,0.0,0,1.0,3.0,2.0,6.0,10,1,0,0,1,17.0,61.0,875.0,0,0,4.0,0.0,0.0,0.0,6.0,6.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,0.0,2.0,0.0,1.0,1.0,0,1.0,10200.0,0.51,2.0,12.0,18.0,12.0,7.0,1
1348,2.0,36.0,0,0,1.0,211.0,6.0,1.0,1,49,120,1,34.0,0,0,1,1.0,64756246.960035145,0.0,0,5.0,1.0,1.0,1.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,35.0,210.0,168.0,2.0,1
1360,2.0,39.0,0,0,1.0,211.0,6.0,1.0,1,43,120,1,34.0,0,0,1,1.0,64756246.960035145,0.0,0,5.0,1.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,130.0,130.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,10.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,5.0,31.0,210.0,168.0,2.0,1
1361,1.0,39.0,0,0,1.0,211.0,6.0,1.0,1,25,120,1,8.0,0,0,1,0.0,57800000.0,0.0,0,1.0,1.0,1.0,0.0,10,1,0,0,1,2.0,3.0,1206.0,0,0,0.0,0.0,2.0,1.0,72.0,72.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,3.0,0.0,1.0,1.0,0,2.0,57800000.0,2890.0,2.0,33.0,188.0,151.0,8.0,1
1362,1.0,60.0,0,0,1.0,211.0,1.0,1.0,1,45,180,1,32.0,0,0,1,0.0,20000000.0,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,11.0,14.0,17.0,0,0,0.0,0.0,0.0,0.0,180.0,180.0,1,9996.0,180.0,1,9996.0,180.0,137.440206185567,120.0,1,120,0.0,3.0,0.0,1.0,1.0,0,2.0,20000000.0,100000.0,2.0,35.0,235.0,188.0,8.0,1
1366,2.0,54.0,0,0,1.0,211.0,2.0,1.0,1,45,0,1,32.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,2.0,0.0,10,1,0,0,1,2.0,3.0,60.0,0,0,4.0,1.0,0.0,0.0,48.0,48.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,4.0,9999999997.0,1.0,2.0,0,1.0,63560994.99244218,85104.43331456716,3.0,40.0,9996.0,360.0,7.0,1
1374,2.0,37.0,0,0,1.0,49.0,6.0,1.0,1,42,60,1,7.0,0,0,1,0.0,8416800.0,1.0,0,1.0,3.0,2.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,48,0.0,1.0,0.0,1.0,1.0,0,1.0,4416800.0,220.84,1.0,29.0,108.0,87.0,2.0,1
1376,1.0,47.0,0,0,1.0,211.0,2.0,1.0,1,16,60,1,21.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,19.0,65.0,1200.0,0,0,0.0,0.0,0.0,0.0,54.0,54.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,36,0.0,15.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,31.0,235.0,188.0,2.0,1
1378,1.0,39.0,0,0,1.0,211.0,6.0,1.0,1,87,60,1,21.0,0,0,1,0.0,194023.0,0.0,0,3.0,1.0,2.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,110.0,110.0,1,120.0,0.0,1,720.0,60.0,60.0,48.0,1,48,0.0,14.0,0.0,1.0,1.0,0,1.0,194000.0,97.0,6.0,25.0,137.0,110.0,0.0,1
1398,1.0,40.0,0,0,1.0,211.0,1.0,1.0,1,22,120,1,21.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,2.0,10,1,0,0,1,1.0,2.0,3.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,6.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,34.0,327.0,262.0,8.0,1
1405,1.0,34.0,0,0,1.0,211.0,77.0,1.0,1,54,120,1,24.0,0,0,1,0.0,18500000.0,0.0,0,6.0,3.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,108.0,108.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,18500000.0,1850.0,1.0,31.0,135.0,108.0,0.0,1
1409,1.0,38.0,0,0,1.0,211.0,6.0,1.0,1,49,120,1,10.0,0,0,1,1.0,64756246.960035145,0.0,0,1.0,1.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,168.0,168.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,1.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,35.0,210.0,168.0,0.0,1
1412,1.0,29.0,0,0,1.0,211.0,77.0,1.0,1,35,0,5,21.0,0,0,2,0.0,105726.0,0.0,0,3.0,2.0,4.0,6.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,240.0,0.0,1,240.0,0.0,137.440206185567,36.0,1,36,0.0,13.0,0.0,1.0,1.0,0,1.0,97686.0,14.58,6.0,23.0,115.0,92.0,2.0,1
1413,1.0,29.0,0,0,1.0,211.0,6.0,1.0,1,39,120,1,22.0,0,0,1,0.0,30912500.0,0.0,0,5.0,3.0,3.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,262.0,262.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,10.0,0.0,1.0,1.0,0,1.0,30700000.0,1535.0,5.0,35.0,327.0,262.0,0.0,1
1415,1.0,24.0,0,0,1.0,211.0,1.0,1.0,1,86,60,5,32.0,0,0,1,0.0,510200.0,0.0,0,1.0,3.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,996.0,48.0,1,48,0.0,2.0,0.0,1.0,1.0,0,1.0,400200.0,2001.0,2.0,23.0,63.0,51.0,0.0,1
1428,2.0,27.0,0,0,1.0,211.0,6.0,1.0,1,49,120,1,10.0,0,0,1,0.0,29520000.0,0.0,0,1.0,1.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,140.0,140.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,12.0,0.0,1.0,1.0,0,2.0,29520000.0,14760.0,5.0,33.0,262.0,210.0,2.0,1
1434,2.0,40.0,0,0,1.0,211.0,3.0,1.0,1,20,180,1,12.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,1.0,2.0,1.0,10,1,0,0,1,19.0,777.0,4.0,0,0,0.0,0.0,0.0,0.0,293.0,293.0,1,9996.0,180.0,1,9996.0,180.0,120.0,34.99150401836969,1,120,0.0,16.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,33.0,293.0,235.0,0.0,1
1440,2.0,30.0,0,1000,1.0,211.0,77.0,1.0,1,25,0,5,21.0,0,0,2,0.0,56883.0,0.0,0,3.0,2.0,1.0,2.0,10,1,0,0,1,1200.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,30.0,30.0,1,240.0,0.0,1,480.0,0.0,996.0,36.0,1,60,0.0,10.0,0.0,1.0,3.0,0,1.0,56883.0,8.49,5.0,15.0,46.0,37.0,8.0,1
1451,1.0,21.0,0,0,1.0,211.0,3.0,1.0,1,63,0,1,21.0,0,0,2,0.0,18540.0,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,90.0,90.0,1,240.0,0.0,1,9996.0,60.0,60.0,36.0,1,36,0.0,13.0,0.0,1.0,1.0,0,1.0,18540.0,18.54,6.0,12.0,37.0,30.0,0.0,1
